pl_name,hostname,discoverymethod,disc_year,disc_facility,sy_snum,sy_pnum,pl_bmasse,pl_rade,pl_orbper,pl_orbsmax,pl_orbeccen,pl_eqt,st_mass,st_rad,st_teff,st_lum,sy_dist,ra,dec
UZ For b,UZ For,Eclipse Timing Variations,2011,Multiple Observatories,2,2,2002.2,,5840,5.9,0.04,,0.7,,5286.9,,239.6038748,53.8694682,-25.7393857
Kepler-69 b,Kepler-69,Transit,2013,Kepler,1,2,5.65,2.24,13.722341,0.094,0.16,779,0.81,0.93,5638,-0.097,730.625,293.2609013,44.8688656
HIP 5158 c,HIP 5158,Radial Velocity,2011,La Silla Observatory,1,2,4780.1632,12.2,9017.76,7.7,0.14,,0.78,0.754089,4813,-0.5608,51.6026,16.5094891,-22.4536134
HU Aqr AB b,HU Aqr,Eclipse Timing Variations,2011,Yunnan Astronomical Observatory,2,2,1875.197,12.8,2390,3.6,0,,0.88,,5952,,192.1980787,316.9921976,-5.2948694
Kepler-37 e,Kepler-37,Transit Timing Variations,2014,Kepler,1,4,8.1,0.37,51.196,0.25,0,401,0.8,0.772,5288,-0.32187,63.9207,284.0592503,44.5183733
Kepler-65 d,Kepler-65,Transit,2012,Kepler,1,4,4.14,1.52,8.13123,0.084,0.014,1117,1.25,1.41,6211,0.4674,303.728,288.6887221,41.1511076
Kepler-52 c,Kepler-52,Transit,2012,Kepler,1,3,45.4,1.84,16.3850021,0.10379,0.012,433,0.54,0.52,4075,-0.99568,321.542,286.7380152,49.9757383
Kepler-55 b,Kepler-55,Transit,2012,Kepler,1,5,43,2.43,27.9481449,0.1593,0,400,0.62,0.58,4362,-0.76324,578.796,285.1683291,44.0264898
UZ For c,UZ For,Eclipse Timing Variations,2011,Multiple Observatories,2,2,2447.2,,1916.25,2.8,0.05,,0.7,,5286.9,,239.6038748,53.8694682,-25.7393857
Kepler-413 b,Kepler-413,Transit,2014,Kepler,2,1,67,4.347,66.262,0.3553,0.1181,,0.82,0.7761,4700,-0.42994,847.536,288.5106679,51.1624235
WASP-14 b,WASP-14,Transit,2008,SuperWASP,3,1,2809.6172,15.46842,2.24375,0.037,0.09,1872,1.62,1.4,6475,0.42732,161.997,218.2766247,21.8946875
HAT-P-2 b,HAT-P-2,Transit,2007,HATNet,1,2,2866.812231,10.659759,5.6335158,0.06814,0.5172,1540,1.33,1.39,6380,0.53,127.774,245.1514324,41.0479601
HAT-P-42 b,HAT-P-42,Transit,2012,HATNet,1,1,331.801,14.348,4.641878,0.0575,0,1428,1.178,1.53,5743,0.356,405.238,135.3443583,6.0970828
WASP-59 b,WASP-59,Transit,2012,SuperWASP,1,1,274.276,8.687,7.919585,0.0697,0.1,670,0.719,0.613,4650,-0.79407,115.936,349.6229547,24.889277
HAT-P-39 b,HAT-P-39,Transit,2012,HATNet,2,1,190.372,17.609,3.54387,0.0509,0,1752,1.404,1.625,6430,0.607,697.004,113.7582526,17.8300283
alf Ari b,alf Ari,Radial Velocity,2010,Bohyunsan Optical Astronomical Observatory,1,1,572.07,13.4,380.8,1.2,0.25,,1.5,13.9,4553,1.934,20.21019,31.793286,23.462421
KOI-55 b,KOI-55,Orbital Brightness Modulation,2011,Kepler,1,2,0.44,0.759,0.240104,0.006,,,0.496,0.203,27730,1.36,1231.02,296.3561853,41.0927315
GJ 536 b,GJ 536,Radial Velocity,2016,La Silla Observatory,1,2,6.37,2.41,8.70874,0.0668,0,451,0.528,0.529,3641,-1.35291,10.4092,210.2597264,-2.6522901
WTS-2 b,WTS-2,Transit,2014,United Kingdom Infrared Telescope,1,1,355.9696,15.277867,1.0187068,0.01855,0,2000,0.82,0.752,5000,-0.28812,1030.768344,293.7327826,36.8154936
KELT-6 c,KELT-6,Radial Velocity,2015,Multiple Observatories,1,2,1179.1493,13,1276,2.39,0.21,,1.126,1.529,6272,0.493,240.726,195.9818362,30.640145
KOI-55 c,KOI-55,Orbital Brightness Modulation,2011,Kepler,1,2,0.655,0.867,0.342887,0.0076,,,0.496,0.203,27730,1.36,1231.02,296.3561853,41.0927315
Ross 458 c,Ross 458,Imaging,2010,Las Campanas Observatory,2,1,1906.98,14.01125,,1100,,,0.556419,0.562566,3965.42,-1.29769,11.5094,195.1912147,12.3755996
Kepler-38 b,Kepler-38,Transit,2012,Kepler,2,1,122,4.3,105.599,0.4632,0.032,475,0.941,1.752,5623,0.49161,1174.59,286.830312,42.2791434
Kepler-30 d,Kepler-30,Transit,2012,Kepler,1,3,23.1,8.8,143.34394,0.5,0.022,308,0.99,0.95,5498,-0.23658,914.221,285.2836483,38.9472625
ROXs 42 B b,ROXs 42 B,Imaging,2013,Multiple Observatories,2,1,2860,12.5,,157,0.58,1975,1,1.33658,3433,-0.79156,143.59,247.8125493,-24.545577
HD 27894 b,HD 27894,Radial Velocity,2005,La Silla Observatory,1,3,196.7357839,14.1,18.01939,0.125,0.047,,0.81,0.891767,4875,-0.449,43.8214,65.1975693,-59.4096776
Kepler-50 c,Kepler-50,Transit,2012,Kepler,1,2,8.2,2.17,9.37647,0.087,0,1125,1.24,1.58,6225,0.53582,250.11,288.1009312,50.0336844
HD 233604 b,HD 233604,Radial Velocity,2013,McDonald Observatory,1,1,2089.644,12.7,192,0.747,0.05,,1.5,10.9,4791,1.75,847.058,137.4535054,53.5682016
WD 0806-661 b,WD 0806-661,Imaging,2011,Spitzer Space Telescope,1,1,2542.627256,12.6,,2500,,340,0.62,,9552,,19.2444,121.7275683,-66.3058835
Kepler-63 b,Kepler-63,Transit,2013,Kepler,1,1,120,6.11,9.4341505,0.08,0.45,791,0.984,0.901,5576,-0.157,194.033,289.2262876,49.5482814
Kepler-77 b,Kepler-77,Transit,2013,Kepler,1,1,136.661,10.761,3.57878087,0.04501,0,1440,0.95,0.99,5520,-0.046,639.411,289.6079433,44.3454347
HAT-P-44 c,HAT-P-44,Radial Velocity,2014,W. M. Keck Observatory,1,2,1271.3,13,872.2,1.752,0.494,,0.942,0.949,5295,-0.194,347.85,213.1438604,47.0147826
HATS-5 b,HATS-5,Transit,2014,HATSouth,1,1,75.323,10.223,4.763387,0.0542,0.019,1025,0.936,0.871,5304,-0.268,246.384,67.2228465,-21.4820568
HD 10180 d,HD 10180,Radial Velocity,2010,La Silla Observatory,1,6,3295.880581,,16.357,0.12859,0.131,,1.06,1.109,5911,0.17319,38.9607,24.4731133,-60.5114881
WTS-1 b,WTS-1,Transit,2012,United Kingdom Infrared Telescope,1,1,1274.44,16.7,3.352057,0.047,0.1,1500,1.2,1.15,6250,0.08842,2346.01,293.9850284,36.2962939
HD 11506 d,HD 11506,Radial Velocity,2022,Multiple Observatories,1,3,4068.20361,12.3,26500,18.2,0.29,,1.22,1.24,6123,0.33685,51.261,28.2106607,-19.507396
CoRoT-26 b,CoRoT-26,Transit,2013,CoRoT,1,1,165.26,14.12,4.20474,0.0526,0,1600,1.09,1.79,5590,0.451,1045.18,279.7504991,6.9697828
CoRoT-25 b,CoRoT-25,Transit,2013,CoRoT,1,1,85.81,12.11,4.86069,0.0578,0,1330,1.09,1.19,6040,0.14101,1103.48,280.6296561,6.5138223
Kepler-186 b,Kepler-186,Transit,2014,Kepler,1,5,1.24,1.07,3.8867907,0.0343,0,571,0.478,0.472,3788,-1.385,177.594,298.652736,43.9549884
91 Aqr b,91 Aqr,Radial Velocity,2013,Lick Observatory,3,1,1017,13.1,181.4,0.7,0.027,,1.4,11,4665,1.69239,44.0304,348.9745031,-9.0878076
GJ 163 b,GJ 163,Radial Velocity,2013,La Silla Observatory,1,3,10.6,3.25,8.63182,0.0607,0.073,,0.4,0.409738,3500,-1.708,15.1285,62.3228353,-53.3711768
Kepler-27 c,Kepler-27,Transit,2011,Kepler,1,3,4385.87,4.9,31.3309,0.191,0,481,0.65,0.59,5400,-0.32941,1044.36,292.2367608,41.085871
Kepler-27 b,Kepler-27,Transit,2011,Kepler,1,3,2895.31,4,15.3348,0.118,0,610,0.65,0.59,5400,-0.32941,1044.36,292.2367608,41.085871
HD 215497 c,HD 215497,Radial Velocity,2009,La Silla Observatory,1,2,111.2399425,13,566,1.31,0.47,,0.92,0.85,5113,-0.41,40.5468,341.652714,-56.5997984
BD-06 1339 b,BD-06 1339,Radial Velocity,2013,La Silla Observatory,1,2,1523.033726,,3.8728,0.0428,0,,0.7,0.686355,4324,-1.022,20.2695,88.2511811,-5.9963378
Kepler-186 d,Kepler-186,Transit,2014,Kepler,1,5,2.54,1.4,13.342996,0.0781,0,379,0.478,0.472,3788,-1.385,177.594,298.652736,43.9549884
Kepler-11 d,Kepler-11,Transit,2010,Kepler,1,6,7.3,3.12,22.6845,0.155,0.004,653,0.961,1.065,5663,0.1202,646.346,297.1150949,41.9091092
Kepler-11 b,Kepler-11,Transit,2010,Kepler,1,6,1.9,1.8,10.3039,0.091,0.045,849,0.961,1.065,5663,0.1202,646.346,297.1150949,41.9091092
Kepler-31 c,Kepler-31,Transit,2011,Kepler,1,3,1493.7,5.3,42.6318,0.26,0,615,1.21,1.22,6340,0.30134,1664.64,294.0230229,45.8530535
Kepler-32 c,Kepler-32,Transit,2011,Kepler,1,5,158.9,2,8.7522,0.09,0,451,0.58,0.53,3900,-1.29243,323.847,297.8423073,46.5743595
Kepler-1735 b,Kepler-1735,Transit,2021,Kepler,1,1,1.84,1.19429134,7.71792984,0.0621,0,502,0.535,0.509,3975,-1.19302,245.303,281.0503476,47.1882005
HD 66141 b,HD 66141,Radial Velocity,2012,Bohyunsan Optical Astronomical Observatory,1,1,1906.9,12.8,480.5,1.2,0.07,,1.1,21.4,4323,2.24,68.1509,120.5662825,2.3350265
HD 208527 b,HD 208527,Radial Velocity,2012,Bohyunsan Optical Astronomical Observatory,1,1,3146.4,12.5,875.5,2.1,0.08,,1.6,51.1,4035,2.86322,312.202,329.0999413,21.239922
MOA-bin-1L b,MOA-bin-1L,Microlensing,2012,MOA,1,1,1200,13,,8.3,,,0.75,,,,5100,261.7925,-29.7939722
GU Psc b,GU Psc,Imaging,2014,Gemini Observatory,1,1,3591.3,14.179,,2000,,1050,0.325,0.450458,4031.81,-1.60189,47.5501,18.146485,17.0650029
GJ 163 c,GJ 163,Radial Velocity,2013,La Silla Observatory,1,3,6.8,2.5,25.63058,0.1254,0.099,,0.4,0.409738,3500,-1.708,15.1285,62.3228353,-53.3711768
GJ 163 d,GJ 163,Radial Velocity,2013,La Silla Observatory,1,3,29.4,5.92,603.95116,1.0304,0.373,,0.4,0.409738,3500,-1.708,15.1285,62.3228353,-53.3711768
Kepler-32 d,Kepler-32,Transit,2012,Kepler,1,5,39.9089,2.7,22.7802,0.13,0,328,0.58,0.53,3900,-1.29243,323.847,297.8423073,46.5743595
Kepler-31 d,Kepler-31,Transit,2014,Kepler,1,3,2161.244,3.9,87.6451,0.4,0,484,1.21,1.22,6340,0.30134,1664.64,294.0230229,45.8530535
HAT-P-45 b,HAT-P-45,Transit,2014,HATNet,1,1,283.492,15.984,3.128992,0.0452,0.049,1652,1.259,1.319,6330,0.4,298.64,274.3732697,-3.3810594
HAT-P-44 b,HAT-P-44,Transit,2014,HATNet,1,2,111.871,13.922,4.301219,0.0507,0.044,1108,0.942,0.949,5295,-0.194,347.85,213.1438604,47.0147826
MOA-2010-BLG-073L b,MOA-2010-BLG-073L,Microlensing,2012,MOA,1,1,3500,12.4,,1.21,,,0.16,,,,2800,272.547258,-26.5229319
HAT-P-27 b,HAT-P-27,Transit,2011,HATNet,2,1,197.05,11.43,3.039577,0.04,0,1091.99,0.916,0.864673,5316,-0.26926,199.173,222.7673221,5.9473626
DENIS-P J082303.1-491201 b,DENIS-P J082303.1-491201,Astrometry,2013,Paranal Observatory,1,1,9057.77,11.9,246.36,0.36,0.345,,0.075,,,,20.77,125.7620668,-49.2003008
HIP 63242 b,HIP 63242,Radial Velocity,2013,Multiple Observatories,1,1,2917.56,12.5,124.6,0.565,0.23,,1.54,10.275655,4830,1.63,156.456,194.3824825,-65.6463263
Kepler-31 b,Kepler-31,Transit,2011,Kepler,1,3,36.7418,5.5,20.8613,0.16,0,781,1.21,1.22,6340,0.30134,1664.64,294.0230229,45.8530535
Kepler-32 f,Kepler-32,Transit,2012,Kepler,1,5,969.228,0.82,0.74296,0.013,0,1026,0.58,0.53,3900,-1.29243,323.847,297.8423073,46.5743595
HD 66428 c,HD 66428,Radial Velocity,2021,Multiple Observatories,1,2,560.64931,13.5,10478.84437,9.408,0.207,,1.01,1.13,5716,0.09579,53.2817,120.8691654,-1.1636019
Kepler-424 c,Kepler-424,Radial Velocity,2014,McDonald Observatory,1,2,2215.18,12.7,223.3,0.73,,,1.01,0.94,5460,-0.15,698.646,298.6249797,48.57745
KMT-2023-BLG-1896L b,KMT-2023-BLG-1896L,Microlensing,2025,KMTNet,1,1,16.35,4.19,,2.86,,,0.72,,,,5490,271.03175,-26.9589194
HD 190984 b,HD 190984,Radial Velocity,2009,La Silla Observatory,1,1,1137.825697,13,4885,5.5,0.57,,0.91,1.53,5988,0.43,148.187,302.8779827,-64.6202728
Kepler-134 c,Kepler-134,Transit,2014,Kepler,1,2,2.13,1.26,10.105785,0.092,0,892,0.956,1.176,5983,0.06051,334.797,284.7391156,49.5984448
Kepler-210 b,Kepler-210,Transit,2014,Kepler,1,2,8.96,2.94,2.453234,0.032,0,737,0.77,0.65,4559,-0.79874,232.75,292.5034196,43.0832188
Kepler-422 b,Kepler-422,Transit,2014,Kepler,1,1,136.66,12.89,7.8914483,0.082,0,1028,1.15,1.24,5972,0.24,722.795,282.6296334,46.3232807
Kepler-426 b,Kepler-426,Transit,2014,Kepler,1,1,108.06,12.22,3.21751883,0.0414,0.18,1300,0.91,0.92,5725,-0.089,843.695,289.4346668,49.473455
Kepler-16 b,Kepler-16,Transit,2011,Kepler,2,1,105.833,8.4493,228.776,0.7048,0.0069,,0.6897,0.6489,4450,-0.90301,75.0852,289.0758307,51.757229
KOI-94 d,KOI-94,Transit,2013,Kepler,2,4,106,11.27,22.342989,0.1684,0.022,806,1.277,1.52,6182,0.479,477.052,297.3330716,41.8911186
KOI-94 b,KOI-94,Transit,2013,Kepler,2,4,10.5,1.71,3.743208,0.05119,0.25,1486,1.277,1.52,6182,0.479,477.052,297.3330716,41.8911186
Kepler-35 b,Kepler-35,Transit,2011,Kepler,2,1,40.363,8.16,131.458,0.60347,0.042,,0.8877,1.0284,5606,-0.027,1819.17,294.496955,46.6896733
HD 103774 b,HD 103774,Radial Velocity,2013,La Silla Observatory,2,1,116,13.3,5.8881,0.07,0.09,,1.335,1.581047,6489,0.544,56.4089,179.2310729,-12.1079951
HD 109271 b,HD 109271,Radial Velocity,2013,La Silla Observatory,1,2,17.162,4.31,7.8543,0.079,0.25,,1.047,1.294595,5783,0.301,55.8716,188.397397,-11.6215204
Kepler-415 c,Kepler-415,Transit Timing Variations,2014,Kepler,1,2,4.7,2.01,8.708,0.0695,0,543,0.67,0.643,4362,-0.80504,530.487,293.8045041,38.6390517
HD 50554 b,HD 50554,Radial Velocity,2002,Lick Observatory,1,1,1859.296181,12.8,1293,2.353,0.501,,1.04,1.02,5987,0.143,31.1664,103.678273,24.2451409
Kepler-428 b,Kepler-428,Transit,2014,Kepler,1,1,403.63,12.11,3.52563254,0.0433,0.22,1070,0.87,0.8,5150,-0.39,686.284,290.5817432,40.5773106
Kepler-425 b,Kepler-425,Transit,2014,Kepler,1,1,79.45,10.962,3.79701816,0.0464,0.33,1070,0.93,0.86,5170,-0.323,646.647,290.3579781,40.5676965
WASP-70 A b,WASP-70 A,Transit,2014,SuperWASP,2,1,187.512,13.047,3.7130203,0.04853,0,1387,1.106,1.215,5763,0.1624,222.355,315.4771912,-13.4333821
KOI-94 e,KOI-94,Transit,2013,Kepler,2,4,35,6.56,54.32031,0.3046,0.019,584,1.277,1.52,6182,0.479,477.052,297.3330716,41.8911186
Kepler-396 c,Kepler-396,Transit,2013,Kepler,1,2,17.9,5.3,88.505,0.38946,0,390,0.85,1.06,5656,-0.13461,223.757,296.1328135,48.9773095
MOA-2010-BLG-477L b,MOA-2010-BLG-477L,Microlensing,2012,MOA,1,1,480,13.6,,2,,,0.67,,5950,,2300,271.531006,-31.4544773
HD 183263 b,HD 183263,Radial Velocity,2004,W. M. Keck Observatory,1,2,1103.182401,13.1,624.87404,1.46,0.383,,1.06,1.23,5948,0.25025,54.1955,292.1022982,8.3579183
HD 166724 b,HD 166724,Radial Velocity,2012,La Silla Observatory,1,1,1207.747947,13,5144,5.42,0.734,,0.81,0.797485,5127,-0.509,45.1342,273.4988604,-42.5757218
Kepler-122 f,Kepler-122,Transit Timing Variations,2014,Kepler,1,5,36,1.75,56.268,0.28575,0,543,1.03,0.949,5917,0.26993,1027.45,291.1118647,39.9490248
Kepler-96 b,Kepler-96,Transit,2014,Kepler,1,1,8.46,2.67,16.2385,0.1261,0,711,1,1.02,5690,-0.05231,122.881,297.0698263,40.5252039
KOI-13 b,KOI-13,Transit,2011,Kepler,3,1,2949.4624,16.948008,1.763588,0.03641,0.00064,2550,1.72,1.74,7650,0.971,519.096,286.9713876,46.8682463
Kepler-17 b,Kepler-17,Transit,2011,Kepler,1,1,778.65,14.68,1.4857108,0.02591,0.011,1570,1.04,1.01034,5781,0.01164,720.753,298.3952437,47.8149865
TOI-7510 d,TOI-7510,Transit,2025,Transiting Exoplanet Survey Satellite (TESS),1,3,190,10.52,48.864468,0.2672,0.04,542.4,1.063,1.035,5720,0.01115,249.006,273.728188,-54.4340547
CoRoT-23 b,CoRoT-23,Transit,2011,CoRoT,1,1,889.9,11.77,3.6313,0.048,0.16,1660,1.14,1.61,5900,0.08678,1060.97,279.7826586,4.3577516
BD+20 274 b,BD+20 274,Radial Velocity,2012,McDonald Observatory,1,1,1334.886,13,578.2,1.3,0.21,,0.8,17.3,4296,1.96,1322.51,25.9203179,21.0052692
HD 219415 b,HD 219415,Radial Velocity,2012,McDonald Observatory,1,1,317.83,13.8,2093.3,3.2,0.4,,1,2.9,4820,0.62,165.184,348.7243579,56.7303001
HD 150706 b,HD 150706,Radial Velocity,2012,Haute-Provence Observatory,1,1,772.323029,13.3,5894,6.7,0.38,,1.17,0.96,5961,0.03175,28.2697,247.8255687,79.7894032
OGLE-2011-BLG-0251L b,OGLE-2011-BLG-0251L,Microlensing,2012,OGLE,1,1,170,14.2,,2.72,,,0.26,,,,2570,264.559083,-27.1361389
Kepler-414 c,Kepler-414,Transit Timing Variations,2014,Kepler,1,2,29.9,3.01,7.171,0.07195,0,890,0.89,0.946,5536,-0.16917,413.46,297.9615616,48.2443363
HD 3167 e,HD 3167,Radial Velocity,2022,CHaracterising ExOPlanets Satellite (CHEOPS),1,4,8.41,2.83,96.63,0.3885,0.15,374.8,0.837,0.88,5261,-0.27003,47.2899,8.7401487,4.3807215
Kepler-42 c,Kepler-42,Transit,2011,Kepler,1,3,60.337,0.73,0.45328509,0.006,0,720,0.13,0.17,3068,-2.62,40.0595,292.2196,44.6173667
Kepler-33 c,Kepler-33,Transit,2011,Kepler,1,5,0.39,3.2,13.17562,0.1189,0,1009,1.291,1.82,5904,0.556,1209.16,289.0775348,46.0051696
Kepler-641 b,Kepler-641,Transit,2016,Kepler,1,1,4.08,1.85,9.48961571,0.0895,0,926,1.02,1.13,5713,0.39002,969.918,291.8235292,42.5161945
Kepler-410 A b,Kepler-410 A,Transit,2013,Kepler,2,1,8.44,2.838,17.833648,0.1226,0.17,866,1.214,1.352,6273,0.435,147.527,283.1510448,45.1400838
Kepler-314 c,Kepler-314,Transit,2014,Kepler,1,2,8.75,2.9,5.960392,0.064,0,890,0.99,0.95,5378,-0.22569,268.881,294.6741507,42.0756037
HD 168863 b,HD 168863,Radial Velocity,2022,Multiple Observatories,1,1,2154.876599,12.7,14773.93272,10.961,0.187,,0.8,0.777826,4905,-0.50098,39.8979,275.6642157,-18.0219726
Kepler-415 b,Kepler-415,Transit Timing Variations,2014,Kepler,1,2,119.9,1.21,4.176,0.0426,0,694,0.67,0.643,4362,-0.80504,530.487,293.8045041,38.6390517
Kepler-338 e,Kepler-338,Transit Timing Variations,2014,Kepler,1,4,8.5,1.56,9.341,0.08979,0.05,1143,1.14,1.735,5999,0.5857,552.798,282.9790593,40.7844188
Kepler-33 e,Kepler-33,Transit,2011,Kepler,1,5,5.57,4.02,31.7844,0.2138,0,752,1.291,1.82,5904,0.556,1209.16,289.0775348,46.0051696
Kepler-33 b,Kepler-33,Transit,2011,Kepler,1,5,3.68,1.74,5.66793,0.0677,0,1336,1.291,1.82,5904,0.556,1209.16,289.0775348,46.0051696
Kepler-46 c,Kepler-46,Transit Timing Variations,2012,Kepler,1,3,119.499,13.5,57.011,0.2799,0.0146,455,0.902,0.938,5155,-0.255,777.06,289.2687388,42.6041819
Kepler-318 b,Kepler-318,Transit,2014,Kepler,1,2,19.9,4.71,4.662715,0.056,0,1039,1.073,1.189,5746,0.00394,489.141,298.4828337,46.7936357
Kepler-314 b,Kepler-314,Transit,2014,Kepler,1,2,0.498,0.83,2.461069,0.035,0,1195,0.99,0.95,5378,-0.22569,268.881,294.6741507,42.0756037
Kepler-46 b,Kepler-46,Transit,2012,Kepler,1,3,1907,9.057,33.60134,0.1968,0.01,543,0.902,0.938,5155,-0.255,777.06,289.2687388,42.6041819
USco CTIO 108 b,USco CTIO 108,Imaging,2008,Teide Observatory,1,1,4449.62,12.3,,670,,,0.06,0.345365,2700,-1.95,144.019,241.4752653,-18.3124167
Kepler-130 c,Kepler-130,Transit,2014,Kepler,2,3,8.75,2.9,27.50868,0.178,0,683,1,1.17,5879,0.155,316.663,288.4505905,40.2452006
Kepler-418 b,Kepler-418,Transit,2014,Kepler,1,2,349.6112477,13.45,86.67856,0.39249,0.2,434,0.98,1.09,5820,0.11114,1002.53,294.4335228,38.3554729
Kepler-33 f,Kepler-33,Transit,2011,Kepler,1,5,9.6,4.46,41.02902,0.2535,0,691,1.291,1.82,5904,0.556,1209.16,289.0775348,46.0051696
Kepler-33 d,Kepler-33,Transit,2011,Kepler,1,5,3.91,5.35,21.77596,0.1662,0,853,1.291,1.82,5904,0.556,1209.16,289.0775348,46.0051696
HD 155358 c,HD 155358,Radial Velocity,2007,McDonald Observatory,1,2,261,13.9,391.9,1.02,0.16,,0.92,1.38,5900,0.29949,43.6197,257.3930947,33.3549277
Kepler-52 b,Kepler-52,Transit,2012,Kepler,1,3,135,2.1,7.8773565,0.0637,0,553,0.54,0.52,4075,-0.99568,321.542,286.7380152,49.9757383
Kepler-58 b,Kepler-58,Transit,2012,Kepler,1,4,35.5,2.78,10.2184954,0.09291,0.04,920,0.95,1.03,5843,-0.00422,969.252,296.3586251,39.1152033
HD 183263 c,HD 183263,Radial Velocity,2008,W. M. Keck Observatory,1,2,2958.982469,12.5,4667.97841,5.585,0.051,,1.06,1.23,5948,0.25025,54.1955,292.1022982,8.3579183
HD 187123 b,HD 187123,Radial Velocity,1998,W. M. Keck Observatory,1,2,166.218,14.2,3.0965828,0.0426,0.0103,,1.04,1.15043,5790,0.12713,45.9548,296.7428786,34.41899
V0391 Peg b,V0391 Peg,Pulsation Timing Variations,2007,Multiple Observatories,1,1,1017.056,13.1,1170,1.7,0,,0.5,0.23,29300,1.43287,1195.98,331.0504119,26.4188227
Kepler-62 e,Kepler-62,Transit,2013,Kepler,1,5,36,1.61,122.3874,0.427,0,270,0.69,0.64,4925,-0.678,300.874,283.2125621,45.3496992
HD 197037 b,HD 197037,Radial Velocity,2012,McDonald Observatory,2,1,251,13.9,1035.7,2.07,0.22,,1.11,1.105,6150,0.23857,33.1944,309.8869681,42.247593
CFBDSIR J145829+101343 b,CFBDSIR J145829+101343,Imaging,2011,W. M. Keck Observatory,1,1,3337.1,12.4,10037.5,2.6,,370,0.021,,580.5,,23.1,224.6208333,10.2286111
Kepler-269 b,Kepler-269,Transit,2014,Kepler,1,2,6.66,2.47,5.326718,0.061,0,1007,0.92,0.959,5847,0.36836,2257.32,290.2151459,41.775981
Kepler-300 c,Kepler-300,Transit,2014,Kepler,1,2,5.69,2.25,40.714955,0.232,0,516,1.07,0.9,5986,0.33994,1098.45,295.2886934,48.5997243
Kepler-149 d,Kepler-149,Transit,2014,Kepler,1,3,14.9,3.96,160.018032,0.571,0,306,1.013,0.953,5381,-0.11929,571.034,285.8537014,38.3840916
Kepler-124 d,Kepler-124,Transit,2014,Kepler,1,3,1.41,1.11,30.950851,0.17,0,428,0.706,0.636,4984,-0.46737,420.046,286.7527322,49.0648788
Kepler-276 d,Kepler-276,Transit,2013,Kepler,1,3,16.3,2.8,48.648,0.24666,0,489,1.1,1.03,5693,-0.08948,1144.86,293.568197,39.0363123
Kepler-114 c,Kepler-114,Transit,2013,Kepler,1,3,2.8,1.6,8.041,0.06482,0,507,0.56,0.54,4660,-0.6853,259.533,294.121482,48.3497977
Kepler-297 b,Kepler-297,Transit,2014,Kepler,1,3,48.5,2.87,38.871826,0.217,0,509,0.927,0.915,5619,-0.09608,692.14,283.2091605,48.7776156
WASP-83 b,WASP-83,Transit,2015,SuperWASP,1,1,95.349,11.65736,4.971252,0.059,0,1120,1.11,1.05,5510,-0.04966,271.103,190.1519558,-19.2843527
WASP-89 b,WASP-89,Transit,2015,SuperWASP,1,1,1875.197,11.65736,3.3564227,0.0427,0.193,1120,0.92,0.88,5130,-0.34333,290.946,313.9000261,-18.9714084
Kepler-402 c,Kepler-402,Transit,2014,Kepler,1,4,3.05,1.56,6.124821,0.068,0,1140,1.072,1.264,6090,0.2035,625.339,288.3701976,43.3546109
Kepler-157 b,Kepler-157,Transit,2014,Kepler,1,3,2.3,1.32,1.732342,0.028,0,1546,0.95,1.044,5774,0.09117,773.713,291.0972257,38.8756049
HATS-6 b,HATS-6,Transit,2015,HATSouth,1,1,101.38777,11.186582,3.3252725,0.03623,0,712.8,0.574,0.57,3724,-1.09983,169.318,88.1468079,-19.0316268
Kepler-450 c,Kepler-450,Transit,2015,Kepler,1,3,12.5,2.62,15.413135,0.13351,0.02,944,1.19,1.64162,6197.21,0.55403,455.982,295.4865821,51.0135237
Kepler-81 c,Kepler-81,Transit,2012,Kepler,1,3,4.3,2.37,12.04,0.08347,0,502,0.64,0.59,4385,-0.88941,348.291,293.6369437,42.8248275
Kepler-412 b,Kepler-412,Transit,2014,Kepler,1,1,299.07803,15.031269,1.7208604,0.02897,0.0038,1850,1.167,1.287,5750,0.26854,1086.24,286.1103053,43.6809612
Kepler-92 b,Kepler-92,Transit,2013,Kepler,1,3,64.3,3.51,13.749,0.12232,0.17,975,1.21,1.7,5883,0.55818,477.992,289.0860607,41.5630224
Kepler-288 c,Kepler-288,Transit,2014,Kepler,1,3,8.5,2.85,19.305772,0.14,0,815,0.842,1.091,5918,0.05605,1194.15,288.9163997,39.5947523
Kepler-295 b,Kepler-295,Transit,2014,Kepler,1,3,1.98,1.22,12.645164,0.099,0,741,0.89,0.898,5603,0.62949,1699.19,285.3458383,45.3677754
Kepler-178 d,Kepler-178,Transit,2014,Kepler,1,3,14.8,3.95,96.678988,0.397,0,392,0.852,1.066,5676,-0.20778,716.025,287.1010275,46.8964033
Kepler-44 b,Kepler-44,Transit,2011,Kepler,1,1,317.82,12.22,3.2467293,0.0446,0.066,1544,1.12,1.35,5800,0.34743,1188,300.1023512,45.7621918
Kepler-41 b,Kepler-41,Transit,2011,Kepler,1,1,177.98,14.46,1.8555582,0.03101,0,1790,1.15,1.29,5750,0.26161,1093.08,294.5132465,45.9816453
Kepler-450 d,Kepler-450,Transit,2015,Kepler,1,3,17.6,0.837,7.51464,0.0827,0.14,1199,1.19,1.64162,6197.21,0.55403,455.982,295.4865821,51.0135237
POTS-1 b,POTS-1,Transit,2013,La Silla Observatory,1,1,734.16,10.548,3.1606296,0.03734,,,0.695,0.588,4400,-1.0869,747.959,203.6087259,-66.5811639
